OwnerAge,Gender,Breed,DogAge
70,W,Golden Retriever,3
50,W,Airedale Terrier,2
80,W,Jack Russel Terrier,15
50,W,Chihuahua,9
50,W,Pekingese,7
80,W,Breton,8
50,M,Irish Setter,0
40,W,Hovawart,1
70,W,Schäfer,8
70,W,Pudel,10
80,W,Malteser,12
30,W,Miniature Bull Terrier,1
70,M,Irish Setter,2
60,M,Boxer,9
70,W,Yorkshire Terrier,10
50,W,Bergamasker,12
60,W,Beagle,1
60,W,Terrier,8
999,W,Bergamasker,11
40,W,Chihuahua,2
60,M,Flat Coated Retriever,6
60,W,Yorkshire Terrier,9
70,W,Flat Coated Retriever,9
50,W,Foxterrier,10
70,M,Belgischer Schäferhund,16
70,M,Deutscher Schäfer,7
40,W,Pudel,8
60,M,Jack Russel Terrier,14
50,M,Tervueren,2
60,W,Galgo Espanol,8
60,W,Whippet,11
60,M,Cairn Terrier,11
50,W,Jack Russel Terrier,12
80,M,Mittelpudel,14
80,M,Dachshund,10
60,M,Appenzeller,10
50,M,Yorkshire Terrier,3
60,M,Golden Retriever,3
80,W,Shetland Sheepdog,11
50,M,Rehpinscher,7
60,W,Boxer,6
60,M,Spitz,14
80,W,Yorkshire Terrier,1
50,W,Mops,6
50,W,Mops,2
60,M,Langhaardackel,11
40,W,Labrador Retriever,4
80,W,Zwergschnauzer,5
40,M,Podenco,9
50,W,Papillon,5
50,W,Entlebucher,9
50,W,Appenzeller,4
50,W,Jack Russel Terrier,5
70,W,Mittelspitz,6
60,W,Bordeauxdogge,9
60,W,Pudel,0
60,M,Deutscher Schäfer,7
60,M,Schipperke,16
60,M,Berner Sennenhund,13
70,W,Golden Retriever,9
70,M,West Highland White Terrier,13
50,M,Jack Russel Terrier,17
50,M,Beagle,0
70,W,Englische Bulldogge,0
80,W,Malteser,17
60,M,Entlebucher Sennenhund,7
60,W,Prager Rattler,10
50,M,Chihuahua,11
50,M,Chihuahua,10
80,W,Pudel,15
60,M,Kooikerhondje,17
80,M,Papillon,13
70,W,Dachshund,8
60,M,Podenco,6
80,M,Golden Retriever,12
70,W,Cairn Terrier,12
80,M,Zwergdackel,10
60,M,Appenzeller,9
60,M,Deutscher Schäfer,11
60,M,Deutscher Schäfer,3
50,W,Terrier,7
50,W,Berger des Pyrenées,10
50,W,Chihuahua,6
50,W,Chihuahua,2
60,W,Labrador Retriever,11
70,M,Tervueren,3
60,W,Husky,7
70,W,Belgischer Schäferhund,10
60,W,Yorkshire Terrier,11
50,W,Labrador Retriever,11
50,W,Mops,9
60,W,Havaneser,0
60,M,Jack Russel Terrier,9
70,W,Appenzeller,14
90,M,Jack Russel Terrier,11
60,M,Dachshund,14
60,W,Jack Russel Terrier,8
60,W,Jack Russel Terrier,8
60,W,Holländischer Schäfer,4
50,W,Whippet,10
50,W,Whippet,9
50,W,Whippet,9
50,W,Whippet,1
60,W,Labrador Retriever,13
60,W,Labrador Retriever,10
70,M,Border Collie,10
90,W,Malteser,6
70,M,Border Terrier,5
70,W,Zwergpudel,8
70,W,Border Terrier,12
80,W,Golden Retriever,9
70,W,Sheltie,4
50,W,Bergamasker,10
50,W,Zwergpudel,2
70,W,Parson Jack Russell Terrier,7
60,W,Flat Coated Retriever,3
60,W,Labrador Retriever,1
70,W,Flat Coated Retriever,4
40,W,Cocker Spaniel,14
50,W,Labrador Retriever,9
50,W,Labrador Retriever,3
80,W,Langhaardackel,14
70,W,Königspudel,10
50,W,Deutscher Schäfer,6
60,M,Labrador Retriever,7
70,W,Groenendael,6
60,W,Cairn Terrier,7
70,M,Labrador Retriever,3
60,W,Bolonka Zwetna,3
70,W,Border Terrier,10
50,W,English Setter,8
60,W,Yorkshire Terrier,1
60,W,Alaskan Husky,11
70,W,West Highland White Terrier,9
60,W,Collie,9
60,W,Münsterländer,10
70,W,Zwergpudel,5
50,W,Hovawart,6
60,W,Chihuahua,6
60,W,Collie,1
60,W,Französische Bulldogge,6
50,W,Jack Russel Terrier,14
50,W,Griffon Fauve de Bretagne,1
50,W,Jack Russel Terrier,4
60,W,Cairn Terrier,15
70,W,Yorkshire Terrier,12
60,W,Foxterrier,2
80,W,Podenco,2
80,W,Dachshund,5
60,W,Dachshund,8
60,W,Beauceron Berge de Beauce,8
50,W,Weimaraner,1
60,W,West Highland White Terrier,10
70,M,Bearded Collie,10
60,W,Galgo Espanol,14
70,W,Appenzeller,13
40,W,Terrier,11
70,W,Chihuahua,8
70,W,Yorkshire Terrier,14
50,W,Flat Coated Retriever,8
50,W,Flat Coated Retriever,0
50,W,Dachshund,14
50,W,Pekingese,14
70,W,Berner Sennenhund,1
40,W,Appenzeller,5
60,M,Zwergpudel,13
50,W,Berner Sennenhund,1
50,M,Bergamasker,4
50,W,Epagneul,13
60,W,Chihuahua,4
40,W,Dalmatiner,9
40,W,Toypudel,14
70,W,Labrador Retriever,3
50,W,Pekingese,11
70,M,Border Terrier,2
60,W,West Highland White Terrier,14
50,W,Terrier,3
50,W,Jack Russel Terrier,13
50,M,Holländischer Schäfer,8
50,W,Mops,3
60,W,Tibet Terrier,2
60,M,Malteser,7
70,W,Zwergpinscher,4
40,M,Dalmatiner,13
50,M,Zwergpudel,13
40,M,Jack Russel Terrier,0
50,W,Labrador Retriever,11
50,M,Schäfer,13
50,M,Schäfer,3
50,M,Tschechoslowakischer Wolfshund,1
40,M,Tervueren,7
70,M,Shih Tzu,3
70,W,Nova Scotia Duck Tolling Retriever,13
70,W,King Charles Spaniel,10
50,M,Hovawart,4
70,W,West Highland White Terrier,14
60,W,Schäfer,12
60,W,West Highland White Terrier,2
50,W,Irish Setter,13
60,M,Schäfer,4
60,W,Gordon Setter,3
60,W,Gordon Setter,0
40,W,Bergamasker,13
30,M,Cane Corso,0
80,W,Malteser,9
50,W,Berner Sennenhund,13
50,W,Havaneser,1
50,M,Cairn Terrier,12
50,M,Golden Retriever,5
60,W,Labrador Retriever,13
70,W,Pekingese,15
40,W,Rhodesian Ridgeback,13
50,W,Malteser,12
70,M,Dachshund,14
70,M,Dachshund,13
70,M,Norwich Terrier,9
50,W,Französische Bulldogge,6
50,W,Bergamasker,13
70,M,Katalanischer Hirtenhund,13
40,M,Jack Russel Terrier,3
50,W,Border Collie,14
50,W,Jack Russel Terrier,13
60,W,Cairn Terrier,13
40,W,Cocker Spaniel,13
50,M,Labrador Retriever,15
50,W,Labrador Retriever,13
70,W,Russischer schwarzer Terrier,4
50,W,Französische Bulldogge,6
30,W,Parson Jack Russell Terrier,13
70,W,Bernhardiner,10
40,W,Yorkshire Terrier,13
70,W,Pudel,7
70,W,Zwergpudel,1
50,W,Toypudel,13
50,M,Pinscher,13
50,W,Cairn Terrier,7
50,W,Labrador Retriever,3
50,W,Schäfer,13
50,W,Golden Retriever,6
70,W,Pekingese,15
50,W,Podenco,7
50,W,Podenco,6
60,M,Golden Retriever,1
50,W,Pekingese,13
50,M,Dalmatiner,13
60,W,Schweizer Sennenhund,11
60,M,Vizsla,13
70,M,Flat Coated Retriever,0
40,M,Chihuahua,0
40,W,Podenco,10
60,M,Jack Russel Terrier,16
60,M,Border Collie,8
50,M,Mittelpudel,4
30,W,Labrador Retriever,2
30,W,Mops,9
60,W,Norwich Terrier,13
70,W,Mops,4
40,M,Husky,13
50,M,Golden Retriever,10
70,W,Luzerner Laufhund,13
50,W,English Cocker Spaniel,2
40,W,Labrador Retriever,13
50,W,Pekingese,7
50,W,Pekingese,3
50,W,Schäfer,0
50,M,Pointer,2
70,W,American Cocker Spaniel,5
60,W,Irish Terrier,13
60,W,Irish Terrier,0
40,W,Sibirischer Husky,2
30,M,Coton de Tulear,14
60,W,Cavalier King Charles Spaniel,13
60,W,Cavalier King Charles Spaniel,3
50,W,Yorkshire Terrier,13
60,M,Spitz,14
40,W,Lagotto Romagnolo,4
40,M,Continental Bulldog,5
40,M,Französische Bulldogge,7
70,M,Lagotto Romagnolo,13
50,W,Mops,1
50,W,Mops,1
50,W,Lhasa Apso,14
50,W,Berner Sennenhund,5
40,W,Golden Retriever,12
70,W,Labrador Retriever,4
40,W,Zwergpinscher,3
80,W,Pudel,8
50,W,Grosspudel,6
50,W,Pudel,13
50,M,Appenzeller,12
70,W,Papillon,11
80,W,Pudel,13
70,W,Yorkshire Terrier,13
70,M,Deutscher Schäfer,12
50,M,Cocker Spaniel,12
50,W,Bretonischer Spaniel,12
60,W,Jack Russel Terrier,12
60,W,Podenco,12
60,W,Tibet Terrier,12
70,M,Yorkshire Terrier,1
40,W,Golden Retriever,12
70,W,Norwich Terrier,12
60,W,Riesenschnauzer,6
50,M,Labrador Retriever,0
60,M,Pudel,12
50,W,Dachshund,12
60,W,Chihuahua,6
60,W,Deutscher Schäfer,12
50,M,Labrador Retriever,12
40,W,Dalmatiner,12
40,M,Chihuahua,12
70,W,Toypudel,12
40,W,Labrador Retriever,5
40,W,Bolonka Zwetna,3
30,W,Mittelpudel,0
50,W,Border Terrier,12
80,M,Pudel,13
70,M,Schäfer,7
30,W,Husky,17
50,W,Labrador Retriever,6
40,W,English Setter,2
70,M,Chihuahua,1
40,W,Jack Russel Terrier,12
60,W,Labrador Retriever,0
50,M,Jack Russel Terrier,11
50,M,Jack Russel Terrier,6
50,M,Jack Russel Terrier,3
50,W,Parson Russell Terrier,5
50,M,Bergamasker,12
40,W,Gordon Setter,0
60,W,Labrador Retriever,7
60,W,Malteser,2
80,W,Pudel,12
70,W,Grosspudel,1
40,M,Labrador Retriever,13
60,M,Beagle,9
60,M,Golden Retriever,12
50,W,West Highland White Terrier,12
40,M,Petit Basset Griffon Vendéen,9
50,W,Appenzeller Sennenhund,12
60,M,Jack Russel Terrier,8
50,W,West Highland White Terrier,12
50,W,Rhodesian Ridgeback,12
30,W,Yorkshire Terrier,5
30,W,Yorkshire Terrier,2
50,W,West Highland White Terrier,10
50,W,West Highland White Terrier,7
70,W,Zwergpudel,1
40,W,Soft Coated Wheaten Terrier,12
30,M,Terrier,7
60,W,Schweizer Sennenhund,12
60,W,Berner Sennenhund,12
40,W,Foxterrier,3
70,M,Jack Russel Terrier,10
50,W,Cocker Spaniel,2
50,W,Lagotto Romagnolo,6
60,M,Labrador Retriever,4
30,M,Labrador Retriever,12
60,W,West Highland White Terrier,12
60,W,Terrier,12
70,W,Chihuahua,7
40,W,Border Collie,10
30,W,Jack Russel Terrier,12
60,W,Cairn Terrier,12
50,W,Entlebucher,10
50,M,Golden Retriever,12
60,W,Sibirischer Husky,13
40,W,Podenco,3
40,W,Podenco,1
60,W,Hirtenhund,10
70,W,Yorkshire Terrier,12
30,W,Labrador Retriever,12
40,M,West Highland White Terrier,12
50,W,Bolonka Zwetna,1
50,W,Labrador Retriever,7
50,M,Pinscher,3
50,M,Dalmatiner,2
60,W,Beagle,12
40,M,Chinese Crested Powderpuff,12
60,W,Malteser,12
50,W,Welsh Corgi Cardigan,6
60,W,Jack Russel Terrier,11
50,M,Labrador Retriever,12
70,M,Dachshund,12
60,W,Bergamasker,10
30,W,Berner Sennenhund,11
60,W,Malteser,12
50,M,Border Collie,7
50,W,Holländischer Schäfer,0
50,M,Bichon frisé,12
60,W,Zwergpudel,11
40,M,Golden Retriever,12
70,W,Labrador Retriever,3
40,W,Golden Retriever,13
50,W,Cavalier King Charles Spaniel,12
70,W,Cairn Terrier,12
40,W,Schäfer,12
60,W,Tibet Terrier,1
40,M,Rhodesian Ridgeback,3
50,W,Jack Russel Terrier,10
30,M,American Staffordshire Terrier,12
30,W,Pekingese,13
30,W,Pekingese,12
60,W,Grosspudel,0
50,W,Yorkshire Terrier,12
60,W,Jack Russel Terrier,13
50,W,Chihuahua,3
40,M,Parson Jack Russell Terrier,12
40,M,Malteser,11
70,M,Flat Coated Retriever,0
30,W,Continental Bulldog,5
50,W,Bolonka Zwetna,2
30,W,Collie,14
30,W,Labrador Retriever,10
50,W,Dachshund,0
50,W,Rauhaar Dackel,12
50,W,Zwergrauhaardackel,2
30,W,Boxer,12
50,W,Parson Russell Terrier,0
50,W,Chow Chow,12
50,W,Rhodesian Ridgeback,12
50,W,Boxer,0
40,W,Jack Russel Terrier,2
40,M,Zwergpudel,15
60,W,Boxer,3
60,W,Deutscher Schäfer,4
50,W,Pudel,12
60,M,Schnauzer,10
40,W,Labrador Retriever,2
70,W,Border Collie,12
60,W,West Highland White Terrier,11
70,W,Jack Russel Terrier,11
30,M,Dogo Argentino,11
50,W,West Highland White Terrier,11
40,W,Border Terrier,11
70,W,Cavalier King Charles Spaniel,12
70,W,Cavalier King Charles Spaniel,11
50,W,Mittelschnauzer,13
40,W,English Cocker Spaniel,11
40,W,Bolonka Zwetna,0
40,W,Russischer schwarzer Terrier,5
60,M,Lagotto Romagnolo,11
40,M,Jack Russel Terrier,10
50,W,Foxterrier,15
30,W,Border Collie,5
50,W,Berger des Pyrenées,4
60,W,Jack Russel Terrier,11
60,W,Jack Russel Terrier,12
30,W,Rhodesian Ridgeback,0
60,M,Labrador Retriever,10
40,M,Labrador Retriever,11
70,M,Cocker Spaniel,11
70,W,Mittelpudel,3
30,M,Jack Russel Terrier,4
50,W,Berger des Pyrenées,11
70,M,Volpino Italiano,15
60,M,Beagle,11
40,M,Irish Terrier,0
30,M,Spitz,11
60,M,Labrador Retriever,11
60,W,Cairn Terrier,11
60,M,Spitz,11
80,W,Pudel,10
80,W,Pudel,3
80,W,Pudel,3
40,M,Shih Tzu,11
60,W,Pekingese,4
30,W,Prager Rattler,7
30,W,Prager Rattler,6
60,W,Mittelpudel,0
50,M,Bolonka Zwetna,0
70,W,Chihuahua,11
70,W,Terrier,12
60,W,Soft Coated Wheaten Terrier,11
80,W,Labrador Retriever,11
50,W,Jack Russel Terrier,11
70,M,Appenzeller,11
60,W,Ratenero Bodeguero,6
50,M,Chihuahua,11
50,W,Coton de Tulear,11
50,W,Labrador Retriever,11
50,W,American Staffordshire Terrier,6
50,W,Terrier,12
50,M,Zwergpudel,5
70,M,Jack Russel Terrier,11
60,W,Zwergpudel,11
50,M,Rottweiler,12
60,W,Griffon bruxellois,3
50,W,Welsh Corgi,11
50,W,Labrador Retriever,2
50,W,Labrador,6
50,W,Mittelschnauzer,2
50,W,Riesenschnauzer,10
50,M,Magyar Viszla,11
30,W,Golden Retriever,9
50,W,Pinscher,11
50,W,Terrier,11
70,W,Lhasa Apso,1
70,W,Tibet Terrier,11
60,W,Berner Sennenhund,7
40,W,Holländischer Schäfer,0
50,W,Foxterrier,9
60,W,Golden Retriever,8
40,M,Dobermann,11
50,W,Mops,7
50,W,West Highland White Terrier,12
40,W,Pointer,2
50,M,Leonberger,0
50,W,Australian Shepherd,11
50,W,Australian Shepherd,5
30,M,Labrador Retriever,11
60,M,Whippet,12
40,W,Jack Russel Terrier,4
40,M,Belgischer Schäferhund,13
70,M,American Cocker Spaniel,9
30,W,Dalmatiner,11
50,M,Labrador Retriever,12
30,W,Parson Russell Terrier,6
30,W,Labrador Retriever,1
40,W,Französische Bulldogge,3
40,W,Yorkshire Terrier,11
40,W,Yorkshire Terrier,4
50,W,West Highland White Terrier,11
999,W,Schäfer,10
70,W,Yorkshire Terrier,8
40,M,Labrador Retriever,5
60,M,Labrador Retriever,10
50,W,Weisser Schäferhund (Berger Blanc Suisse),2
50,W,Sennenhund,8
40,W,Italienisches Windspiel,2
999,M,Yorkshire Terrier,11
60,W,Australian Shepherd,11
60,M,Labrador Retriever,12
40,W,Labrador Retriever,11
30,M,West Highland White Terrier,11
40,W,Grand Griffon Vendeen,5
40,W,Spinone,12
40,M,Vorstehhund,11
50,W,Bearded Collie,11
50,M,Schäfer,11
60,M,Eurasier,11
40,W,Jack Russel Terrier,12
50,M,Bergamasker,0
70,W,Kromfohrländer,12
40,M,Deutsche Dogge,2
50,W,Labrador Retriever,2
40,W,Chihuahua,6
40,W,Chihuahua,2
90,M,Jack Russel Terrier,11
30,W,Labrador Retriever,14
50,W,Vizsla,11
40,W,Bolonka Zwetna,0
50,M,Beagle,10
60,M,Entlebucher Sennenhund,11
50,W,Husky,12
40,M,Pudel,11
50,W,Yorkshire Terrier,6
40,M,Yorkshire Terrier,11
50,M,Border Collie,12
50,M,Berner Sennenhund,12
40,W,Husky,11
70,W,Border Terrier,10
50,M,Chihuahua,11
50,W,Schäfer,11
60,W,Jack Russel Terrier,16
50,M,American Staffordshire Terrier,10
70,W,Pudel,5
40,M,Schäfer,0
50,W,Cairn Terrier,12
50,W,Cairn Terrier,12
30,W,Appenzeller,12
50,M,Cairn Terrier,1
60,M,Welsh Springer Spaniel,10
60,W,English Setter,10
40,M,Tervueren,11
70,W,Zwergpudel,15
40,M,Terrier,10
50,W,Golden Retriever,10
50,W,Shih Tzu,11
60,W,Cairn Terrier,10
50,M,Dachshund,11
50,W,Coton de Tulear,10
70,M,West Highland White Terrier,10
30,M,Golden Retriever,5
40,W,Mittelpudel,2
40,W,Shih Tzu,9
40,W,Zwergpudel,5
40,W,Zwergpudel,4
70,W,Prager Rattler,11
30,W,Podenco Ibicenco,10
60,M,Appenzeller Sennenhund,0
40,W,Mops,5
50,W,Labrador Retriever,10
50,M,Riesenschnauzer,10
999,M,Golden Retriever,10
70,M,Labrador Retriever,9
70,W,Border Terrier,10
40,M,Schäfer,14
50,W,Golden Retriever,10
50,W,Continental Bulldog,7
50,W,Jack Russel Terrier,12
50,M,Münsterländer,10
999,W,Chihuahua,5
999,W,Yorkshire Terrier,8
50,M,Lagotto Romagnolo,10
40,M,Vizsla,5
70,W,Riesenschnauzer,1
70,M,Dachshund,9
40,W,Labrador,10
30,W,Labrador Retriever,12
50,W,Staffordshire Bullterrier,12
40,M,Yorkshire Terrier,8
50,M,Galgo,2
50,M,Whippet,12
50,W,Labrador Retriever,12
70,W,Beagle,11
50,W,Berger des Pyrenées,10
40,W,Boston Terrier,10
50,M,Irish Terrier,11
30,M,Terrier,10
40,M,Parson Jack Russell Terrier,9
50,W,Parson Jack Russell Terrier,10
50,M,Appenzeller Sennenhund,0
50,W,Deutscher Schäfer,10
50,W,Bergamasker,4
50,W,Sennenhund,2
40,W,Appenzeller Sennenhund,10
30,W,Rehpinscher,5
60,M,Border Terrier,10
50,W,Appenzeller Sennenhund,10
60,M,Irish Setter,10
70,W,Welsh Corgi Cardigan,10
30,W,Alaskan Malamute,10
40,W,Nova Scotia Duck Tolling Retriever,10
50,W,Kromfohrländer,10
999,M,Deutscher Schäfer,10
70,M,Labrador Retriever,0
60,W,Mops,11
40,M,Beagle,10
40,M,Beagle,1
70,W,Cairn Terrier,10
70,W,Grosspudel,6
70,W,Zwergpudel,1
60,W,Jack Russel Terrier,11
50,M,Golden Retriever,12
60,M,Appenzeller Sennenhund,4
60,M,Dachshund,10
40,W,Terrier,10
50,W,Mittelpudel,9
60,M,Terrier,13
70,W,Chow Chow,10
50,M,Labrador Retriever,10
50,M,Bergamasker,6
50,M,Mastiff,5
70,M,Deutscher Schäfer,2
60,W,Zwergpinscher,10
70,M,Hovawart,10
30,W,Chihuahua,4
30,W,Chihuahua,1
50,W,Malteser,0
70,W,Golden Retriever,10
60,W,Border Collie,10
70,W,Entlebucher Sennenhund,10
60,W,Riesenschnauzer,10
70,W,Schäfer,10
50,M,Collie,1
50,M,Deutscher Schäfer,4
40,M,Labrador Retriever,2
40,M,Rhodesian Ridgeback,10
50,W,Collie,10
80,W,Cavalier King Charles Spaniel,11
50,M,Coton de Tulear,14
30,W,Schäfer,10
30,W,Labrador Retriever,10
80,W,Golden Retriever,10
50,M,Labrador Retriever,10
40,M,Malamut,10
60,W,Pekingese,10
40,W,Tibetan Spaniel,7
30,W,Sibirischer Husky,12
30,W,Sibirischer Husky,9
30,W,Sibirischer Husky,8
30,W,Sibirischer Husky,5
30,W,Sibirischer Husky,3
30,W,Sibirischer Husky,2
30,W,Sibirischer Husky,0
40,W,Jack Russel Terrier,10
40,W,Pinscher,6
50,W,English Cocker Spaniel,5
60,W,Coton de Tulear,9
60,W,Shih Tzu,10
70,W,Deutscher Boxer,10
40,W,Jack Russel Terrier,13
40,W,Rottweiler,11
60,W,Cavalier King Charles Spaniel,3
40,M,West Highland White Terrier,10
40,M,Tibetan Spaniel,3
40,W,Chihuahua,1
60,M,Beauceron Berge de Beauce,3
40,W,American Staffordshire Terrier,10
50,W,West Highland White Terrier,10
50,W,Lhasa Apso,10
50,W,Yorkshire Terrier,9
50,W,Bichon frisé,10
40,W,Podenco,10
40,W,Yorkshire Terrier,10
60,W,Havaneser,0
40,W,Lhasa Apso,7
60,M,Gordon Setter,10
30,W,Mittelschnauzer,9
40,W,Zwergpinscher,10
40,M,Labrador Retriever,10
50,W,Bergamasker,9
70,W,Tervueren,10
60,W,Yorkshire Terrier,10
40,W,Yorkshire Terrier,10
30,W,Labrador Retriever,9
30,M,Jack Russel Terrier,10
60,M,Rehpinscher,10
50,W,Rehpinscher,2
40,W,West Highland White Terrier,13
60,M,Basset Hound,11
40,M,Tibetan Spaniel,3
50,W,Bergamasker,9
40,W,Japan Chin,9
70,W,Australian Silky Terrier,10
60,W,Lhasa Apso,10
60,W,Tibetan Spaniel,10
60,W,Tibetan Spaniel,5
60,W,Polnischer Niederungshütehund,10
50,W,Malteser,9
30,W,Jack Russel Terrier,9
50,W,Nova Scotia Duck Tolling Retriever,2
50,M,Border Collie,10
50,M,Belgischer Schäferhund,9
60,M,Pekingese,10
30,W,Chihuahua,9
50,W,Terrier,10
30,W,Deutscher Kleinspitz,9
50,W,Cairn Terrier,9
50,W,Australian Silky Terrier,9
40,W,Welsh Terrier,15
30,W,Französische Bulldogge,11
60,W,Yorkshire Terrier,10
40,M,Jack Russel Terrier,10
50,W,Rehpinscher,2
60,M,Dalmatiner,9
70,W,Jack Russel Terrier,9
70,W,Jack Russel Terrier,7
40,M,Bergamasker,12
40,W,Sheltie,0
40,W,Englische Bulldogge,9
40,M,Pinscher,13
60,W,Coton de Tulear,9
40,M,Continental Bulldog,9
60,M,Labrador Retriever,10
30,M,Labrador Retriever,9
60,W,Lagotto Romagnolo,9
40,W,Labrador Retriever,8
40,W,Pointer,11
60,W,Tibetan Spaniel,10
50,W,Tibet Terrier,9
70,W,Border Terrier,9
30,W,Yorkshire Terrier,0
50,W,Volpino Italiano,10
40,M,Labrador Retriever,11
60,M,Border Collie,9
40,W,Deutscher Schäfer,9
50,W,Parson Russell Terrier,0
40,M,Rhodesian Ridgeback,9
60,W,Zwergpudel,9
60,W,Zwergpudel,1
40,M,Labrador Retriever,9
30,W,Chihuahua,3
30,W,Chihuahua,1
60,W,Golden Retriever,10
50,W,Collie,9
70,W,Yorkshire Terrier,19
50,W,Labrador Retriever,9
60,W,Malteser,10
60,W,Havaneser,1
60,W,Pekingese,10
40,W,Jack Russel Terrier,10
40,W,Pinscher,0
20,W,Chow Chow,10
70,M,Labrador Retriever,4
20,W,Papillon,9
60,M,Labrador Retriever,9
60,W,Jagdhund,9
50,W,Shiba Inu,9
50,W,Flat Coated Retriever,9
50,W,Flat Coated Retriever,1
40,M,Tibet Terrier,9
40,W,Deutscher Kleinspitz,2
50,M,Foxterrier,9
30,M,American Staffordshire Terrier,12
50,W,Lhasa Apso,9
50,W,Labrador Retriever,9
50,M,Labrador Retriever,9
60,W,English Cocker Spaniel,9
60,W,Golden Retriever,10
70,W,Tibet Terrier,9
40,W,Jack Russel Terrier,9
50,M,Französische Bulldogge,4
80,M,Chow Chow,9
40,W,Volpino Italiano,10
50,W,Lhasa Apso,3
50,W,Lhasa Apso,2
70,M,Jack Russel Terrier,9
70,M,King Charles Spaniel,0
50,W,Petit Basset Griffon Vendéen,9
30,W,Weisser Schäferhund (Berger Blanc Suisse),0
60,W,Cairn Terrier,9
60,W,Yorkshire Terrier,12
30,M,Dogo Argentino,4
60,W,Golden Retriever,9
40,M,Jack Russel Terrier,0
30,W,Podenco Ibicenco,9
60,W,Labrador Retriever,9
50,W,Havaneser,2
50,M,Jagdhund,9
50,W,Tervueren,4
60,W,Französische Bulldogge,9
50,W,Papillon,1
60,M,Appenzeller,10
40,M,Pinscher,9
50,W,Labrador Retriever,9
30,W,Mops,6
70,W,Irish Terrier,3
40,W,Deutscher Schäfer,10
60,W,Spinone,2
40,W,Appenzeller Sennenhund,9
40,M,Polnischer Niederungshütehund,9
70,W,Schäfer,3
30,W,Pudel,6
50,W,Malteser,9
60,M,Tibet Terrier,9
50,W,Maremmano,12
40,M,Dogge,14
40,W,Pinscher,11
50,W,Grosspudel,10
40,W,Scottish Terrier,11
50,W,Pinscher,10
60,W,Dachshund,11
60,W,Dachshund,8
50,W,Cattle Dog,9
60,W,Pekingese,14
30,M,Rauhaar Dackel,11
40,W,Deutscher Schäfer,1
40,W,Schäfer,11
60,W,Cairn Terrier,9
40,M,Zwergspitz,9
40,W,Toller,9
70,W,Jack Russel Terrier,10
40,W,Malteser,9
40,W,Malteser,11
50,W,Chihuahua,8
50,W,Chihuahua,3
50,W,Chihuahua,9
40,W,Nova Scotia Duck Tolling Retriever,9
60,W,West Highland White Terrier,9
40,M,Golden Retriever,9
50,W,Flat Coated Retriever,3
70,M,West Highland White Terrier,0
60,M,Zwergpudel,9
50,W,West Highland White Terrier,9
50,W,Yorkshire Terrier,8
50,W,Yorkshire Terrier,8
50,W,Yorkshire Terrier,2
60,W,Airedale Terrier,9
50,W,Labrador Retriever,9
50,W,Appenzeller Sennenhund,1
40,M,Labrador Retriever,9
40,M,Labrador Retriever,4
50,W,Beagle,12
50,W,Chihuahua,5
50,W,Chihuahua,4
50,W,Yorkshire Terrier,6
50,W,Weimaraner,12
60,M,Labrador Retriever,9
70,M,Labrador Retriever,7
20,W,Bolonka Zwetna,9
60,W,Dachshund,12
30,W,Beagle,13
30,W,Beagle,9
50,M,Langhaardackel,9
50,M,Langhaardackel,2
50,W,Field Spaniel,9
30,W,Labrador Retriever,9
80,W,Cairn Terrier,9
60,W,Border Collie,9
60,W,Schäfer,14
40,M,Golden Retriever,8
50,W,Elo,9
50,M,Schnauzer,9
40,W,Galgo Espanol,9
50,W,Bolonka Zwetna,6
50,W,Bolonka Zwetna,4
50,W,West Highland White Terrier,8
60,W,Parson Jack Russell Terrier,9
50,W,Chihuahua,7
50,W,Malteser,9
50,M,Podenco,9
50,W,Bergamasker,9
50,W,Zwergpudel,8
40,M,Jack Russel Terrier,9
40,W,Deutscher Schäfer,10
30,M,Bulldog,9
70,M,Collie,12
80,W,Spitz,12
60,M,Jack Russel Terrier,9
40,W,Beagle,3
50,W,Labrador Retriever,4
60,M,Labrador Retriever,9
30,W,Löwchen,9
70,M,Shih Tzu,9
60,W,Toypudel,11
50,W,Dachshund,9
50,W,West Highland White Terrier,9
50,M,Schäfer,9
50,W,Pudel,0
40,W,Pudel,9
40,W,Husky,10
30,W,Beauceron Berge de Beauce,9
50,M,Basenji,9
50,W,Bolonka Zwetna,1
40,W,Zwergpinscher,15
80,W,Belgischer Schäferhund,9
60,W,Hirtenhund,9
30,W,Labrador Retriever,9
60,W,Tibet Terrier,5
50,W,Eurasier,8
50,M,Deutscher Schäfer,12
40,M,Schweizer Niederlaufhund,6
60,W,Collie,14
40,W,Mops,9
50,M,Jack Russel Terrier,3
30,W,Jack Russel Terrier,10
30,W,Jack Russel Terrier,6
40,W,Jack Russel Terrier,8
50,W,Deutscher Schäfer,9
50,W,Schapendoes,9
50,W,Mops,9
50,M,Yorkshire Terrier,11
70,M,Deutscher Schäfer,8
60,W,Mops,4
40,M,American Bulldog,12
50,M,Jack Russel Terrier,11
50,M,Zwergpinscher,2
40,M,Podenco,11
50,W,Podenco,9
40,W,Schäfer,14
50,W,Galgo Espanol,11
999,M,Mops,8
50,W,Flat Coated Retriever,8
40,W,Jack Russel Terrier,10
50,M,Beauceron,0
70,M,Chihuahua,10
70,W,Münsterländer,8
60,W,Labrador Retriever,10
50,M,Parson Jack Russell Terrier,9
40,W,Schäfer,11
